len||vi||Dictionary||Loanformer||PhoBERT-fused NMT||Transformer
63||Đến trưa, bố mẹ làm cỏ bắp xong. Bố chặt chuối, mẹ và Yôl hái rau. Em chạy đi múc nước suối cho mẹ uống. Bố nhìn Yôl khen: "Giỏi lắm, con trai bố lớn rồi đó". Mẹ cũng cười nhìn em. Rồi mẹ và Yôl xếp những nải chuối vào gùi, có lúc đi theo sau có lúc vụt chạy lên trước.||Đến 'năr dưng , 'bă mĭ pơm 'nhăt hơ'bo keh . Bố koh pit , mĭ sơm Yôl sêp hla 'nhoh . Em kơdơ̆u năm múc đak sơnămêng đak ăn mĭ et . Bố hnhĕi Yôl khen : " Giỏi dêh , kon tơhnglo 'bă grông 'noh ơ̆i " . Mẹ kung dĕk hnhĕi oh . Jơh mĭ sơm Yôl adon rim nải pit sơmo tuai , ơĭ kơchang năm tiê̆ đưng kơdŭ ơĭ kơchang tơwing kơdơ̆u suôn adrol .||Truh tơ mir, 'bă weng mĭ pơm 'nhăt hơ 'bo. Yôl weng kơsep hla 'nhem:"Mĭ năm tơ bơ̆l, ơĭ 'bơ̆l, Yôl weng kơdih kơ̆u. Yôl:"Năm chơĭ ăn kon năm tơ bơ̆l. Oh rơ̆u, Yôl weng ơĭ dŭ kơ̆u kiau liêm yơĭ 'bal. Oh rơ̆u kung prah đơ̆i chơke.||Truh 'năr dưng 'bă mĭ pơm 'nhăt hơ 'bo keh. Yôl weng kơsep hla 'nhem. Mĭ 'bă pơlĕi pơkă. 'noh sa mĭ pơkă:"Sơnăm năm kê̆, yơĭ piêu tơ 'bă jơh đưng liêm lơ̆m mir ba, mĭ pơkă Yôl:||Yôl 'boh 'bă đe Yôl đưng rŏng, mĭ năm 'bă lĕi. 'Bă Yôl năm 'bă năm. 'boh đêch sem. 'nơ̆u. 'Bă pơđam 'bơ̆l đon. Mĭ 'bơ̆l đon. Yôl hưch hanh:"'nơ̆u năm tơ 'bă mĭ ĕi đưng rŏng, kơdŭ koh 'yŏk 'bal 'nu kon.
1||nghịch||lơlơl||minh 'biê̆||kơpă||'bă
49||Chuẩn bị cho Liên hoan, nhà trường đã mời nghệ nhân Yang Danh và nghệ nhân Đinh Kim đến hướng dẫn luyện tập nâng cao cho các em, đây cũng là cơ hội để thắp lên niềm tự hào về văn hóa truyền thống của dân tộc các em||Chuẩn bị ăn Liên hoan , hnam trương jơh ploh nghệ nhân Yang Danh sơm nghệ nhân Đinh Kim truh tơkan chĕp luyện tập pôk yơl ăn rim oh , đây kung la cơ hội sư̆ thắp suôn niềm jjo inh hào lơm văn hoa trŭn thống đơng adrech kon kơng rim oh||Chuân 'bi liên hoan hŏk sinh, hnam trương jơh krao nghê nhân Danh weng nghê nhân Đinh Kim truh pơtơ̆p ăn rim đe hyoh pơtho khan, anu kung la tơdrong sư̆ pôk xuôn nưih sơngưm lơ̆m văn hoa đơ̆ng kon kông||Chuân 'bi kung sư̆ pơtơ̆p pơtho khan ăn rim đe hơ-yoh jơh kon tơhnglo, pơtho khan sư̆ tơgŭm ăn rim đe hyoh hŏk sinh weng pôk xuôn tơdrong băt đơ̆ng sơ̆ đơ̆ng kon kông bơ̆n.||AÊn rim tơdrong 'bŏk đat đĕi pơjing anao, jơnang anu yua ơ̆u, hŏk sinh kon mon nă ma kon kông uĕi hŭn kung la kon kông sư̆ rim tơdrong pôk xuôn nưih sơngưm lơ̆m tơdrong yăl arih, tơmăn tơl arih đơ̆ng 'bơ̆u weng kon tơring hŭn kung kông
1||giờ||jơ||'moih||tơhnglo||ahrĕi ơu
2||ong chúa||yŏng kră sut||minh 'biê̆||tơpĕi||'bă
2||đuổi đi||druh||sem bơgê||tơja 'biê̆||năm
17||Được đồng ý tiến cử của tổ chức cơ sở Đội và cán bộ phụ trách Đội.||Khĭ đồng ý tiến cử đơng tổ chức kơ sơ Đội sơm cán bộ phụ trach diêu Đội .||Đĕi thư Tinh đoan đơ̆ng tô chưk cơ sơ weng tơdrong kang 'bô||Đĕi hŏp đơ̆ng tô chưk kơdih ơkơ̆u weng krao la pơlĕi.||Minh kơpah tơdrong pơtho khan, kang 'bô, đang viên weng kon tơring pơm 'boi trach nhiêm đơ̆ng Hôi đông đe hơ-yoh
38||Xử lý hạt giống trước khi trồng đối với ngô bầu: Ngâm hạt giống trong nước sạch 8-10 tiếng sau đó đem ủ, có thể ủ cùng cát hoặc trấu, tốt nhất nên dùng cát ẩm để ủ.||Xử lý gĕl in bơ̆l adrol khi trồng đuôĭ sơm hơbo tơ'lôp : Ngâm gĕl in bơ̆l lơ̆m đak iêl tơhngam - minh jĭt 'bỡl đưng kơdŭ ơ̆i đem pung , ơĭ tơdrong pung adơi chuôh thoi hnuh , 'lưng loi kơna dùng chuôh lơngơp lơngơp sư̆ pung .||Xư ly gêr adrol jơnang pơtăm: 'Bŏn đĭ khĭ khĭ, gêr adrol jơnang pơtăm lơ̆m 'noh ơĭ 'bơ̆u ươm, ơĭ tơdrong 'bơu thoi kơĭ sriêng, 'bôp thoat đak hơgĕi, pơgloh la teh soh chruh sư athu||Xac đinh adrol jơnang pơtăm: Đưng rŏng 'noh lơ̆m jơnang pơtăm lêch pơtăm đơ̆ng minh jĭt truh 'băl 'năr, chĭnh chêp ăn thu 'yŏk hla, sư̆ wă kăt tŭk rim loai buk, jơnang thu 'yŏk, pơtăm piêu sư tuh tơdrong chă yuô teh lơ̆m tuh sư tuh||Adrol jơnang wă năm tơ̆ng lơngơp teh la tơmưt 'long lêch pơtăm adrĭng đưng rŏng thu 'yŏk: u hon lech jơnang 'bĭa lơ̆p, pơgloh la tơhngam kê̆t kơđeh wêr adrĭng 'noh 'bŭ teh khoang kach hơ̆u in
65||Lãnh đạo, chỉ đạo thành công cuộc diễn tập chiến đấu phòng thủ cấp xã; hoàn thành 100% chỉ tiêu giao quân, đảm bảo đúng luật, chất lượng; lãnh đạo, chỉ đạo duy trì nghiêm các chế độ sẵn sàng chiến đấu, nắm chắc tình hình, phối hợp với các lực lượng bảo đảm an ninh chính trị - trật tự ATXH trên địa bàn||Lãnh đạo , pơchi đạo thành kơwơng cuộc diễn tập tơblah răp thủ cấp xã ; hoàn thành 100 % pơchi tiêu giao quân , đảm pơđam ăn trŏ luật , tơdrong thu 'yŏk đĕh ; lãnh đạo , pơchi đạo duy trì nghiêm rim chế độ gô đêch tơblah , nắm chắc tình hĭnh , phối hợp sơm rim lực lương pơđam ăn đảm an ninh noh trị - trât tư ATXH kơpưng địa bàn||Pơgơl keh kong măng diên tơ̆p tơplah phong thu kơ̆p sa; keh kong 100% chi tiêu pơjao quân, tơmăn tơl trŏ luât, tơdrong thu 'yŏk đĕi; pơgơl pơgơl pơgơl rim tơdrong gô đêch tơplah, rôp kơjăp tơdrong, adrĭng rim lưk lương tơmăn tơl an ninh chinh tri – trât tư an toan sa hôi lơ̆m tơring||Pơgơl keh kong măng diên tơ̆p tơplah phong thu kơ̆p sa; keh kong 100% chi tiêu pơjao quân, tơmăn tơl trŏ luât, tơdrong thu 'yŏk đĕi; pơgơl pơgĕi piêu hơgĕi rim tơdrong gô đêch tơplah, rôp kơjăp tơdrong, adrĭng rim lưk lương tơmăn tơl an ninh chinh tri – trât tư an toan sa hôi lơm tơring||Pơgơl keh kong măng diên tơ̆p tơplah phong thu kơ̆p sa; keh kong 100% chi tiêu pơjao quân, tơmăn tơl trŏ luât, tơdrong thu 'yŏk đĕi; pơgơl pơgĕi piêu hơgĕi rim tơdrong gô đêch tơplah, rôp kơjăp tơdrong, adrĭng rim lư̆k lương tơmăn tơl an ninh chinh tri – trât tư an toan sa hôi lơ̆m tơring
7||Bình Định có người Gia rai không?||Bình Định ơĭ thương 'binh Gia rai bĭ ?||'Năr ơĭ hăm ơĭ bơngai?||Ơ đe 'bok đêch: Mĭ bơngai Bơhnar?||Uĕi hăm ơĭ 'bal bơngai?
11||Chủ động trữ nước trong các hồ, ao, vùng trũng thấp.||Chủ trôm gôp trữ đak lơ̆m rim 'bău , 'bău , vùng jrŭ kơđeh .||Thu 'yŏk đak lơ̆m rim apung, 'băl klŏng, apung kơ̆p đak||Chu đông đak sach rim dơnŏ pơlĕi lơ̆m rim apung, apung, apung tơmăn||Jư vĕi ơla rim tơdrong đuôĭ, ''bĭa rong lơ̆m đak tơsĭ, rong 'yu lĭch, jĭt vŭ lơ̆m teh đak
44||Thực hiện đồng bộ các giải pháp về chuẩn bị đầu tư, các thủ tục pháp lý trong đầu tư và xây dựng… để đẩy nhanh tiến độ thực hiện và giải ngân giá trị khối lượng hoàn thành các công trình, dự án||Thực 'boh đồng bộ rim giải pháp lơm chuẩn bị kơ̆l puôn , rim thủ tục pháp lý lơ̆m kơ̆l puôn sơm xây dựng… sư̆ jơră kuăng tiến độ thực 'boh sơm giải ngân pra trị khối lương hoàn thành rim kơwơng trình , dự án||Pơm adrĭng rim tơdrong lơ̆m tơdrong tơgŭm phap luât, rim thu 'yŏk phap luât lơ̆m tơdrong jơră ranh weng kơ chê̆ pơm kông trinh, jơră ranh tơdrong kơ̆p weng keh kong kông trinh||Pơm adrĭng rim tơdrong lơ̆m khoa hŏk, rim tơdrong lơ̆m jơră dêh tơdrong tơgŭm pơm kơjăp piêu tơdrong tơgŭm thông tin kông nghê, pơlĕi să rim thu 'yŏk, tơdrong keh kong kông trinh||Pơm rim chương trinh, dư an tơgŭm weng jên tơjung pơm rim tơdrong lơ̆m tơdrong krao akŏm jên weng pơm tơgŭm rim chương trinh, dư an mŭk tiêu kơpal teh đak tơjung pơm anao
21||Kết quả, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020||Kết plĕi , ơĭ 337 thanh niên tơ̆l tơdrong kiện krau kham sức pran thực 'boh nghĩa vu quân sự sơnăm 2020||Thu 'yŏk, ơĭ 337 đe adruh điêu kiên krao năm kham jăng pran pơm nghia vu quân sư sơnăm 2020||Thu 'yŏk, ơĭ duh đe adruh tơdăm krao kham jăng pơm duh 03 đe adruh tơdăm lơm tơdrong jơnang pơm nghia vu quân sơnăm 2020||Hôi đông đe hơ-yoh pơjao quân ơĭ tơdrong pơm tơmăn tơl an toan
1||được||đơ̆i||đĕi||đĕi kơ 'bơ̆l||đŏng
1||sớm||sruôih||sruôih||kơpưng||sră
1||vớt||'yŏk dơ̆ng||kăn hơ||kon kơdiŏng||atăl
54||Ngoài ra, do thiết bị, công nghệ trong sản xuất công nghiệp, làng nghề, tiểu thủ công nghiệp... còn lạc hậu và thủ công, khu vực sản xuất, kinh doanh hầu như chưa có các công trình xử lý nước thải nên hậu quả về ô nhiễm môi trường mỗi ngày thêm gia tăng||Ngoài lêch , yua thiê̆t 'bĭ , kơwơng nghệ lơ̆m sản xuất kơwơng nghiệp , pơlĕi nghê , tiểu thủ kơwơng nghiệp . . . ară đâu phung hậu sơm thủ kơwơng , apung jrŭ sản xuất , kinh yuaanh hầu như đim ơĭ rim kơwơng trình xử lý đak thải kơna hậu plĕi lơm ô nhiễm môi trương minh năr thêm gia kjung||Minh kơpah, trang bi thu 'yŏk, kông trinh đô choh jang đơ̆ng kông nghiêp, pơlĕi să rim kông nghê, pơlĕi nghê … đim ơĭ tơdrong xư ly lơ̆m choh jang hla nhêm, đô đat pơm ô 'năr minh jĭt pơđăm khĕi tơhngam sơnăm||Minh kơpah, mălei nghê lơm choh jang kông nghiêp, thuy san ară đim đĕi kơna tơdrong kơ wă đơng nă ma ară đim ơĭ rim apung choh jang lơm pơgloh, kho tang ară đim ơĭ rim kơ kuan xư ly rac thai||Minh kơpah, lơ̆m rim apung choh jang pơtăm mua, đô sa, kông trinh kơjung tơdrong ngŏ hnhĕi, khĕi tơdrong hiong hiơt đơ̆ng nă ma lơ̆m apung kông; pơjing choh jang tech bơdro kơjung kinh tê, pơm bơdrong yăl arih đơ̆ng nă ma lơ̆m tơring hŭn
18||Bây giờ, trong vườn trồng đủ loại: quế, mít, xoài, ẩu đủ, chuối và cả bầu, bí nữa.||Bây jơ , lơ̆m teh dal hnam trồng tơ̆l loai : kuê̆ , pơnăt , pơ-ŏ , pơkuê̆ pơkuă tơ̆l , pit sơm plăt tơ'lôp , puôi piêu .||Ahrĕi, lơ̆m vươn điêu uĕi mir, 'bŏng, 'bum, hơ 'bo, lư, 'long kuơ̆n au weng kơ wă kơsĕ.||Ahrĕi, lơm mir: lơ̆m mir pơtăm 'long, hơ 'bo, đưng rŏng 'nơ̆u kung wă weng kơ mai oh.||Jơnang vươn 'long: 'bă pơtăm, 'bă weng pơtăm trôm tơmưt 'long sa plĕi pơđăm:
20||Chỉ thị số 34/2006/CT-TTg ngày 26/9/2006 của Thủ tướng Chính phủ về việc triển khai thi hành Luật Nhà ở;||Chỉ thị ksô 34 / 2006 / CT - TTg năr 26 / sĭn / 2006 đơng Thu tươ̆ng kơpal teh đak lơm tơdrong triển mu krŏng thi hành Luật Nhà uĕi ;||Chi thi ksô pêng jĭt drơ̆u sơnăm 'băl ơbơ̆u không hriêng le drơ̆u/NĐ-CP 'năr drơ̆u khĕi tơpơ̆h sơnăm 'băl ơbơ̆u không hriêng le drơ̆u đơ̆ng Thu tương kơpal teh đak lơ̆m tơdrong phê jŭ̆t Chương trinh pơnhroh, Luât khơu hnam uĕi||Chi thi ksô pêng jĭt pêng sơnăm 'băl ơbơ̆u không hriêng le tơxĭnh/NĐ-CP 'năr pêng khĕi minh jĭt minh sơnăm 'băl ơbơ̆u không hriêng le tơxĭnh đơ̆ng Thu tương kơpal teh đak lơ̆m tơdrong pơnhroh pơm Luât pơnhroh pơm ăn lêch||Kăn kư̆ Luât năr 10 xơ năm 2018 dĭ chĭnh phu lơm tơring tinh; Thu tương kơpal teh đak jơh đak tơplih 'năr 'băl jĭt drơ̆u khĕi drơbơ̆u sơnăm 'băl ơbơ̆u không hriêng le tơxĭnh
21||Theo đúng quy định, bảo đảm thiết thực, hiệu quả, cân đối giữa nhiệm vụ với các điều kiện bảo đảm.||Theo trŏ quy định , pơđam ăn đảm thiết thực , hiệu plĕi , cân đuôĭ tơ̆k bơk nhiệm vu sơm rim tơdrong kiện pơđam ăn đảm .||'Boi tro muk đinh, tơmăn tơl tơdrong tơ̆ng, tơ̆p thê.||Boi tro quy đinh, tơmăn tơl tro tơdrong thu 'yŏk đĕi tơdrong, thu 'yŏk đĕi tơmăn tơl; adrĭng rim tơdrong tơgŭm||Pơlŏk pơm tơdrong ngŏ hnhĕi tơmăn tơl trơ trŏ tơdrong, thu 'yŏk đĕi rim tơdrong, tơmăn tơl ăn tơdrong pơm anu
1||CNVC||CNVC||Măt||Măt||Mĭ
25||Giá trị sản xuất thương mại - dịch vụ ước thực hiện 421.480 triệu đồng, đạt 42,6% kế hoạch, tăng 19,6% so với cùng kỳ||Giá trị sản xuất 'mem bơnat mại - dịch vụ ước thực 'boh 421 . 480 triê̆u đông , đat 42 , dơdrơ̆u % kế hoạch , kjung 19 , dơdrơ̆u % so sơm adơi kỳ||Giă tri choh jang thương mai jĭt vŭ ươc pơm 421 ty 480 triêu đông, đat 42.6% glong pơnhroh, kjung 19,6% pơting adrĭng kung ky||Giă tri choh jang thương mai jĭt vŭ ươc pơm 421 ty 480 triêu đông, đat 42.6% glong pơnhroh, kjung 19,6% pơting adrĭng kung ky||Giă tri choh jang thương mai jĭt vŭ ươc pơm 421 ty 480 triêu đông, đat 42.6% glong pơnhroh, kjung 19,6% pơting adrĭng kung ky
29||Được biết, cuộc điều tra thu thập thông tin về thực trạng KT-XH của 53 dân tộc thiểu số năm 2019 diễn ra từ ngày 1 đến ngày 31.10.2019.||Khĭ alê̆ , cuộc tơdrong tlêch thu thập thông tin lơm thực trạng KT - XH đơng 53 kon kông sơnăm 20minh9 diễn lêch từ năr minh truh năr 3minh . minh0 . 20minh9 .||Đei alê̆, măng ngo hnhei thu yok thông tin lơm tơdrong kinh tê xa hôi đơng 53 kon kông sơnăm 2019 đei pơlok đơng năr 01 truh năr 31/sơnăm 2019.||Đei alê, măng ngo hnhei, pơtho khan lơm tơdrong kinh tê xa hôi đơng 53 kon kông sơnăm 2019 đei pơlok đơng năr 31/10/2019 truh năr 31/10/2019.||Măng ngo hnhei, pơlok rim tơdrong thu yok đei đơng năr 01/4 truh năr 01/4 truh năr 16/01, pơlok măng lech.
34||Chỉ thị số 55-CT/TU ngày 31/5/2019 của Ban Thường vụ Tỉnh ủy về việc tăng cường lãnh đạo, chỉ đạo ngăn chăn hiệu quả bệnh Dịch tả lợn châu Phi trên địa bàn tỉnh;||Chỉ thị ksô pơđămpơđăm - CT / TU năr 31 / pơđăm / 2019 đơng Ban Thường vu Tỉnh ủy lơm tơdrong kjung cường lãnh đạo , pơchi đạo bơ̆t sim hiệu plĕi jĭ Dịch tả nhŭng châu Phi kơpưng địa bàn tỉnh ;||Chi thi ksô 55 – 2020, 'ban ksô 5/2019 đơ̆ng khul pơgơl ksô pơđăm jĭt 'năr tơxĭnh khĕi pơđăm sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh đơ̆ng 'Ban Kinh tê̆, tơdrong pơgơl, kơjung thu 'yŏk đĭ đăng tơring tinh||Chi thi ksô pêng jĭt 'băl sơnăm 'băl ơbơ̆u không hriêng minh jĭt tơxĭnh đơ̆ng 'Ban chơ̆m tơdrong pơgơl, pơgơl pơgơl, pơgơl pơgơl, pơgơl pơgơl pơnhroh tơdrong phong dơt jĭt jĭ viêm trong hô hâp kơ̆p kơpưng lơ̆m tơring tinh||Kăn kư Nghĭ kŭ̆t ksô pêng jĭt pơđăm sơnăm 'băl ơbơ̆u không hriêng minh jĭt pơđăm/QĐ-UBND 'năr 'băl jĭt pơđăm khĕi tơxĭnh sơnăm 'băl ơbơ̆u không hriêng minh jĭt pơđăm đơ̆ng 'Ban chơ̆m tơdrong glong pơnhroh, liên kuan truh tơdrong pơm kơpal teh đak tơsĭ Viêt Nam truh tơdrong pơjing kơjăp quôc phong, tơmă Viêt Nam truh tơring tinh
17||Có đủ điều kiện để báo cáo Sở Nông nghiệp và PTNT trình UBND tỉnh phê duyệt.||Ơĭ tơ̆l tơdrong kiện sư̆ pơ-ang cáo Sở Nông nghiệp sơm PTNT trình UBND tỉnh phê duyệt .||Ơĭ duh tơdrong sư pơtho khan Sơ Nông nghiêp weng pơjing cham pơlĕi trinh UBND tinh phê jŭ̆t tơdrong||Ơĭ duh duh tơdrong sư pơm tơdrong ăn Sơ Nông nghiêp weng pơjing cham pơlĕi phê jŭ̆t||Sơ Nông nghiêp weng pơjing cham pơlĕi sư tơgŭm 'bŏ trĭ tơdrong wă duh rim chương trinh
1||bằng||tơmăn||đưng rŏng||kơdih||đơ̆ng kơđeh
29||Nguồn kinh phí thực hiện: Từ nguồn chi sự nghiệp đảm bảo xã hội đã giao cho cho Sở Lao động - Thương binh và Xã hội năm 2016.||Nguồn kinh phí thực 'boh : Từ nguồn chi sự nghiệp đảm pơđam ăn sa hôi jơh giao ăn ăn Sở Lao trôm gôp - Thương binh sơm Xã hội sơnăm 2016 .||Nguôn jên pơm: Đơ̆ng nguôn jên sư nghiêp kinh tê̆ sa hôi ăn tơmăn tơl ăn tơdrong pơjao ăn Sơ Lao đông – Thương 'binh weng Sa hôi sơnăm 'băl ơbơ̆u không hriêng minh jĭt drơ̆u||Nguôn jên pơm: Đơ̆ng nguôn jên sư nghiêp kinh tê̆ ăn Sơ Tai chĭnh sach ăn tơgŭm ăn Sơ Tai chĭnh||Đơ̆ng sơnăm 'băl ơbơ̆u không hriêng minh jĭt drơ̆u truh sơnăm 'băl ơbơ̆u không hriêng minh jĭt pơđăm: Pơm tơdrong ăn 'băl ơbơ̆u không hriêng 'băl jĭt: Pêng jĭt: Pêng ơbơ̆u tơpơ̆h hriêng 'băl jĭt
75||Tại lễ ra mắt, các thành viên được tuyên truyền, cảnh giác trước thủ đoạn của các đối tượng hoạt động "tín dụng đen"; tuyên truyền, vận động thực hiện không cho vay nặng lãi; không vay tiền của các tổ chức, cá nhân chưa có sự quản lý của Nhà nước; không thực hiện các hành vi quảng bá, giới thiệu, phát, dán tờ rơi về các hoạt động cho vay lãi suất cao||Tại lễ lêch măt , rim thành viên đơ̆i tuyên trŭn , cảnh giác adrol thủ đoạn đơng rim đuôĭ tượng bơngai " tín dụng găm " ; tuyên trŭn , vận trôm gôp thực 'boh bĭ ăn 'yŏk adrol trăp lãi ; bĭ 'yŏk adrol jên đơng rim tổ chức , ka nhân đim ơĭ sự quản lý đơng Nhà đak ; bĭ thực 'boh rim hành vi quảng bá , giới thiệu , phát , pơtep tờ huăng lơm rim bơngai ăn 'yŏk adrol lai xuâ̆t yơl||||||
11||Hai vợ chồng vất vả lắm mới đến được cửa trời.||Hai kơdiŏng tơhnglo vất vả dêh 'nau truh đơ̆i 'măng plĕnh .||Pre hơ dih plơh truh hnam rĕnh rĕnh sư̆ đơ̆i lư tơdrong 'nau liêm.||Bơngai thoat đak. Kăn hơ mưih sơ̆ sưt tơ bri sư̆ truh dơnŏ mă lĕi đưng rŏng 'nơ̆u loi.||Uĕi lư jê̆ truh tơ pơlĕi Kon Druch.
23||Người chị cả Yă Krua càng ghen tức và đố kị, cũng đi vào rừng để tìm được một người chồng giàu có.||Người mai plăt Yă Krua càng gal hil sơm đố kị , kung năm sơmo rừng sư̆ chă đơ̆i minh thương 'binh tơhnglo bơdrŏng ơĭ .||Mai kơdră Yă Kruô gal đuk loi, kung năm mưt tơ bri sư̆ chă đơ̆i minh 'nu tơhnglo bơdrŏng.||Mai kơdră Yă Kruô gal đuk loi, kung năm mưt tơ bri sư̆ chă đơ̆i minh 'nu tơhnglo bơdrŏng.||Mai kơdră Yă Kruô gal đuk loi, kung năm mưt tơ bri sư̆ chă đơ̆i minh 'nu tơhnglo bơdrŏng. Ai bĭ mah, Yä Kruô tơjrưm minh tŏ klăn brư̆ klăn 'noh sa asĕch hơ.
20||Ngoài ra, hàng năm chị  còn thuê 3-5ha của bà con trong làng để trồng các loại cây ngắn ngày||Ngoài lêch , hàng sơnăm mai ară thŭ pêng - 5ha đơng nă ma lơ̆m pơlĕi sư̆ trồng rim loai 'long kơđeh năr||Minh kơpah, rim sơnăm mai ară thŭ 3 – 5ha đơng nă ma lơm pơlĕi sư pơtăm rim loai long nai||Minh kơpah, rim sơnăm mai ară thŭ 3 – 5ha đơng nă ma lơm pơlĕi sư pơtăm rim loai long nai||Minh kơpah, rim sơnăm mai ară thŭ 3 – 5ha đơng nă ma lơm pơlĕi sư pơtăm rim loai long nai
69||Chỉ đạo việc thực hiện công khai trên các phương tiện thông tin đại chúng và trên Website của Sở danh sách các cơ sở đủ điều kiện và chưa đủ điều kiện đảm bảo an toàn thực phẩm nông lâm thủy sản, cơ sở chưa thực hiện tốt việc quản lý chất lượng vật tư nông nghiệp và nước sinh hoạt nông thôn thuộc phạm vi quản lý.||Chỉ đạo tơdrong thực 'boh kơwơng mu krŏng kơpưng rim phương tiện thông tin đại chúng sơm kơpưng Website đơng Sở danh sơ̆p hla bơ-al rim kơ sơ tơ̆l tơdrong kiện sơm đim tơ̆l tơdrong kiện đảm pơđam ăn an toàn thực phẩm tuôih lâm thuy san , kơ sơ đim thực 'boh 'lưng tơdrong quản lý tơdrong thu 'yŏk đĕh vật puôn tuôih nghiệp sơm đak sinh hoạt tuôih thôn thuộc phạm vi quản lý .||Pơgơl tơdrong pơm kông khai lơ̆m rim phương tiên thông tin đai chŭng weng lơ̆m Website đơ̆ng Sơ yanh sach rim dơnŏ duh tơdrong weng đim duh tơdrong tơmăn tơl an toan đô sa nông lâm thuy san uĕi lơ̆m kơbră tơdrong ngŏ hnhĕi tơdrong thu 'yŏk đĕi vât tư nông nghiêp weng đak sinh hoat cham pơlĕi uĕi lơ̆m kơbră tơdrong ngŏ hnhĕi||Pơgơl tơdrong pơm kông khai lơ̆m rim phương tiên thông tin đai chŭng weng lơ̆m Website đơ̆ng Sơ yanh sach rim dơnŏ duh tơdrong weng đim duh tơdrong tơmăn tơl tơdrong thu 'yŏk đĕi vât tư nông nghiêp, đak sinh hoat cham pơlĕi weng dơnŏ pơlĕi uĕi lơ̆m kơbră tơdrong ngŏ hnhĕi||Pơgơl, pơm tơdrong ngŏ hnhĕi tơdrong thu 'yŏk đĕi tơdrong chă yuô đô sa nông lâm thuy san weng rim dơnŏ pơm kông nghê lơ̆m rim phương tiên thông tin tơdrong thu 'yŏk đĕi vât tư nông nghiêp, đak sinh hoat cham pơlĕi weng an toan đô sa nông lâm thuy san uĕi lơ̆m kơbră tơdrong ngŏ hnhĕi tơdrong thu 'yŏk đĕi vŭ, dêh tơmăn tơl an toan đô sa
